100053420	",1057773114644484096,0.7964,1541027737.0,28.5603,-81.5841', ',1055595276826697728,0.6922,1540508500.0,28.5335,-81.3758"
1000574496	",1052207839484289024,0.7003,1539700872.0,47.9123,-97.0549"
1000835335	",1051606661498994688,0.4019,1539557540.0,26.20684,-81.77863"
100108386	",1054850062260600832,0.0,1540330827.0,40.72063,-73.99875"
1001092112	",1048423021176868865,0.3182,1538798501.0,33.80762375,-117.9191409', ',1052407622534619141,0.4754,1539748504.0,34.11194309,-118.33861989"
100111165	",1051320651888427008,0.0,1539489350.0,40.7511,-111.888"
100112271	",1048790685481144321,0.0,1538886159.0,29.0306,-80.9253"
10011252	",1051602131655057415,-0.128,1539556460.0,39.32702002,-76.63410085"
1001191505007128577	",1054769275758669825,0.3612,1540311566.0,40.7254737,-74.00034619"
100120867	",1056189341247197184,0.9274,1540650136.0,36.1556703,-80.29718684"
1001308036051456000	",1051172240627310593,0.7351,1539453966.0,43.7166,-79.3407"
100142283	",1047867804353884161,0.5423,1538666127.0,33.8161006,-78.6953652', ',1053324510001123329,0.0772,1539967107.0,33.6502633,-78.9839754', ',1046762760460062720,0.3612,1538402664.0,33.6502633,-78.9839754"
100143352	",1050059529549795329,0.5423,1539188675.0,32.552231,-93.70945"
1001435017418027009	",1056543336302080001,0.0,1540734535.0,40.2217,-74.7561"
100143720	",1049348569860202497,0.5423,1539019169.0,32.0787846,-81.0922351', ',1053391971174084608,0.3612,1539983191.0,32.1294267,-81.2018521', ',1053671815120216065,0.6705,1540049911.0,32.4311787,-81.7578641"
100143793	",1054774745130983425,0.3612,1540312870.0,39.7668637,-89.6065941', ',1048694426174812161,0.7717,1538863209.0,39.8980512,-88.954582', ',1056654942537011201,0.0,1540761144.0,39.7668637,-89.6065941', ',1050852093630672896,0.0,1539377637.0,39.7668637,-89.6065941', ',1055137443383468032,0.296,1540399344.0,39.767551,-89.6806558', ',1055170821646311424,0.3612,1540407302.0,39.7668637,-89.6065941', ',1050751866542338048,0.296,1539353741.0,39.7638436,-89.7062176"
100144269	",1053045085477040129,0.3612,1539900487.0,41.9933953,-71.4778902"
100144368	",1048984902727692288,0.0,1538932464.0,34.2257255,-77.9447102', ',1050817561909022721,0.296,1539369404.0,34.2257255,-77.9447102"
100155959	",1054430313068224513,0.8519,1540230751.0,32.1976729,-83.1776514', ',1051216150816731136,0.8519,1539464435.0,32.8326911,-83.6619801', ',1050060800398778368,0.8519,1539188978.0,32.8406946,-83.6324022', ',1049665701185695744,0.0772,1539094779.0,32.5437575,-83.5960161"
100156168	",1052978148558561280,0.8519,1539884528.0,31.3112936,-92.4451371', ',1052269508314816512,0.765,1539715575.0,31.2954676,-92.5137194"
100156335	",1056950309627428864,0.1779,1540831565.0,38.0293059,-78.4766781', ',1052959886567325696,0.8519,1539880174.0,38.0293059,-78.4766781', ',1052580402722795522,0.296,1539789698.0,38.0293059,-78.4766781', ',1050750327211810817,0.296,1539353374.0,38.0293059,-78.4766781', ',1051905547606188032,0.296,1539628800.0,38.0293059,-78.4766781"
100156396	",1050387675121950720,0.296,1539266911.0,42.8943161,-78.8736493', ',1054807804626649088,0.0,1540320752.0,42.8943161,-78.8736493', ',1056190171731779584,0.3612,1540650334.0,42.8943161,-78.8736493', ',1054722534438916098,0.296,1540300422.0,42.8943161,-78.8736493"
1001615742	",1048356537247420417,0.0,1538782650.0,44.03126034,-71.11998938"
1002245918731587585	",1048360765118242816,0.0,1538783658.0,33.0262759,-116.80316"
1002345187622912001	",1057657125349085185,0.8074,1541000083.0,40.7631,-74.1372"
100240048	",1054049810028752897,0.0772,1540140032.0,38.9270377,-94.7212455', ',1051231455806812160,0.0,1539468084.0,39.2486126,-94.9002413', ',1052236369106358272,0.0,1539707674.0,38.953613,-94.7194', ',1046830724957888517,0.0,1538418868.0,38.8813958,-94.8191285', ',1047143427085746177,0.0,1538493422.0,39.2509989,-94.6615664', ',1057001828267610112,0.3612,1540843848.0,38.99266,-94.66672', ',1053011690407702528,0.0,1539892525.0,39.0118963,-94.7753753', ',1047539377792999424,0.8519,1538587824.0,39.059726,-94.8835754"
100240136	",1056307125687771141,0.0772,1540678218.0,43.6475914,-116.6662263', ',1046829949020065792,0.0772,1538418683.0,43.6291695,-116.6368776', ',1048594027140935685,0.0772,1538839272.0,43.5407172,-116.5634625"
100240413	",1051129173530488832,0.0,1539443698.0,41.2208559,-95.8881542', ',1050142459311747072,0.8519,1539208447.0,41.1427491,-95.9095782"
100240551	",1051182063712231424,0.765,1539456308.0,41.7759301,-72.5215009', ',1055466956277469184,0.3612,1540477906.0,41.7759301,-72.5215009', ',1046780422691016705,0.3612,1538406875.0,41.7759301,-72.5215009', ',1052565626168823808,0.0772,1539786175.0,41.7634219,-72.6128339', ',1052632764413960192,0.0772,1539802182.0,41.7759301,-72.5215009', ',1047952072119803905,0.5994,1538686218.0,41.7759301,-72.5215009"
100240808	",1048276400866615296,0.0772,1538763544.0,36.0998596,-80.244216', ',1051891152725504001,0.3818,1539625368.0,35.9412419,-80.4096909', ',1056918403565281280,0.3612,1540823958.0,35.9412419,-80.4096909', ',1047484486911311872,0.4588,1538574737.0,36.0998596,-80.244216', ',1054446238840512513,0.7845,1540234548.0,36.0998596,-80.244216"
1002461251954495489	",1057714411165507584,0.0,1541013741.0,37.47298735,-119.634948"
100256212	",1056961500022296576,0.0,1540834233.0,38.90505812,-77.05028045"
1002667734356803584	",1057848142358609921,0.0,1541045625.0,33.81837274,-85.77284248"
100294488	",1049885826648330240,-0.6523,1539147261.0,29.75799513,-95.36683117"
100296120	",1055137409808064512,0.8519,1540399336.0,38.2526647,-85.7584557"
100296217	",1054473120134836224,0.3612,1540240957.0,48.2734426,-116.5474624"
1003029338	",1054989908740358145,0.5267,1540364169.0,40.5724,-111.86"
1003147285163839490	",1050459997497364480,0.8204,1539284154.0,40.7142,-74.0064"
100316634	",1057451327649972224,-0.296,1540951017.0,35.5965,-120.695"
100317294	",1047859227027374081,0.0,1538664082.0,43.2933171,-73.5758438', ',1046768078824980480,0.0,1538403932.0,43.0695226,-73.793505', ',1049682511935111168,0.0,1539098787.0,42.6296328,-73.5855222', ',1046816120403943424,0.6369,1538415386.0,43.368311,-73.699227"
1003319390	",1052271924221542400,0.802,1539716151.0,42.09836,-88.278287"
1003329353156104194	",1048429136447004672,0.0,1538799959.0,35.1406,-85.2328"
1003341768	",1054749252126093315,-0.3818,1540306792.0,39.4842117,-88.17516446"
100339662	",1056471907317547008,0.0,1540717505.0,36.17048704,-115.14353739"
100367494	",1056082915002642433,0.4466,1540624762.0,35.66334631,-97.7036561"
1003697333010419712	",1051148496693280768,0.0,1539448305.0,28.07783821,-80.65858334', ',1046783857792614400,0.4019,1538407694.0,28.07783821,-80.65858334"
1003854992250318850	",1050930732623749121,0.6249,1539396386.0,33.99954201,-117.42456192"
100389137	",1047643262306213888,0.5106,1538612592.0,25.72457933,-79.29808668"
10039022	",1051675976562855937,0.6124,1539574066.0,44.9153,-123.043', ',1054925454870753280,0.8225,1540348802.0,44.9153,-123.043"
1003992197304344576	",1051155652155006976,0.0,1539450011.0,44.731578,-89.70445', ',1049270803269898240,0.0,1539000628.0,44.731867,-89.704716', ',1049993024648953862,0.0,1539172819.0,44.731867,-89.704716', ',1057361590490677249,0.0,1540929622.0,44.731578,-89.70445"
100403637	",1054403985447170053,0.0,1540224474.0,35.84453734,-75.65515442"
1004036681517785088	",1052365666945310720,0.0,1539738501.0,34.07384737,-118.24039748"
1004100732650475520	",1057069708887896064,0.0,1540860032.0,36.1869866,-76.4688848', ',1056880470296875008,0.0,1540814914.0,36.1863841,-76.4690316', ',1057777489316102144,0.0,1541028780.0,36.1869866,-76.4688848', ',1052196665820684289,0.0,1539698208.0,36.1869866,-76.4688848', ',1052031863253032960,0.0,1539658916.0,36.1892,-76.46534"
100413600	",1047626539620347904,0.6908,1538608605.0,46.8787384,-96.8001709"
100415246	",1055170385430237184,0.3612,1540407198.0,41.2297787,-95.8501876"
1004254013905223680	",1050689664993120256,0.5719,1539338911.0,34.0522,-118.243"
1004330338703892480	",1050928975218966529,0.2732,1539395967.0,36.08937469,-94.12370628"
1004376729354493952	",1049604279785410560,0.8307,1539080135.0,35.99317777,-78.90488989"
1004406685245562880	",1056903467636285442,0.0,1540820397.0,40.7207559,-74.0007613"
100453107	",1055200144033894400,0.0,1540414293.0,34.07115,-118.36173"
1004545813266227200	",1054890512094842881,0.7783,1540340471.0,39.9989,-82.7892', ',1050565660395401216,0.6096,1539309346.0,39.9989,-82.7892', ',1056350599653007361,0.4404,1540688583.0,39.9989,-82.7892"
1004743077381246976	",1049113445541588992,0.0,1538963111.0,35.47053,-97.63589', ',1057629384243400704,0.0,1540993469.0,35.47053,-97.63589"
1004910219082780672	",1055261745764294657,0.3612,1540428980.0,39.1493804,-76.5724732"
1005142026269200386	",1056973533501304832,0.8442,1540837102.0,42.61224065,-83.95539941"
1005186398750588929	",1051582665885982720,0.8442,1539551819.0,32.2611,-107.756"
1005204798243778560	",1057307840484966400,-0.5994,1540916807.0,40.57499646,-74.60945529"
1005591778718834689	",1047572420503068672,0.7783,1538595702.0,35.26559,-81.18765', ',1047999014782820353,0.6124,1538697410.0,35.1161,-81.0553', ',1052314957776343040,0.4215,1539726411.0,35.2518,-80.8125"
1005657751526215685	",1051961327634264066,0.3612,1539642099.0,35.211168,-89.747981"
1006353875589324802	",1057661026051735553,0.0,1541001013.0,40.74950508,-74.00223278', ',1049790381041352707,0.5994,1539124505.0,40.74936169,-74.00171463"
100684011	",1049860719544623104,0.0,1539141275.0,45.518237,-122.678249"
1006929625	",1052290630825717761,0.0,1539720611.0,40.7779,-73.9675"
1007361999402160128	",1048706782607167489,0.0,1538866155.0,39.34365077,-76.5838697"
1007395110	",1053442512529092608,-0.296,1539995241.0,41.28253,-73.49718"
100740697	",1057647545583915008,0.7506,1540997799.0,43.6495942,-79.42522198"
1007410009683185664	",1053726068480376832,0.0,1540062846.0,40.0681,-75.0063"
1007430333971816448	",1046680141039104001,0.0,1538382966.0,25.766457,-80.191319', ',1050847597324369920,0.0,1539376565.0,25.784288,-80.19345', ',1054622500267679744,0.0,1540276572.0,25.766457,-80.191319', ',1050772104034045953,0.0,1539358566.0,25.784853,-80.144731', ',1050983496951492610,0.0,1539408966.0,25.961901,-80.140608', ',1048869576136675328,0.0,1538904968.0,25.784288,-80.19345', ',1050575802243457026,0.0,1539311764.0,25.946322,-80.247066"
100768136	",1051221922158178304,0.34,1539465811.0,43.8667,-79.2667"
1007684336	",1056946908047044608,0.0,1540830754.0,42.5354882,-82.9167073"
1007721762098851840	",1049119309195333633,0.2732,1538964509.0,43.66403,-79.38442"
1007765316724756480	",1055568701699821569,0.0,1540502164.0,33.74598,-84.40376"
10078772	",1053448019645845504,0.0,1539996554.0,43.02852222,-87.97086548"
1007981172	",1047454258600312832,0.0772,1538567530.0,28.64649,-81.32103"
1008025627650224128	",1054026250598019072,0.8979,1540134415.0,33.35,-111.789"
10080642	",1050777216911638531,0.4995,1539359785.0,30.336828,-97.370416"
1008231361	",1049134542920081408,0.7863,1538968141.0,34.3558,-117.629"
100826475	",1050021650790539264,0.7717,1539179644.0,41.1377792,-73.34330947"
100836068	",1047233864693739525,0.4995,1538514984.0,31.7547413,-106.3783292"
1008393920114561025	",1052711952882049024,0.0,1539821062.0,40.7373,-73.9968"
100866903	",1046961826339139584,0.4588,1538450125.0,41.48970753,-81.70006639"
1008750079237414912	",1047463423137787904,0.0,1538569715.0,26.2347,-80.1256"
100917510	",1052732320405434368,0.0,1539825918.0,34.22,-84.13"
1009291868213874689	",1056235730245021696,0.5994,1540661196.0,32.7155,-117.1585', ',1054534268897189889,0.3612,1540255536.0,32.82,-117.18742"
1009420152	",1055370302732058624,0.4215,1540454862.0,37.55443012,-77.45719022"
1009523446370353152	",1056776283751759872,0.0,1540790074.0,36.175,-115.136"
1009528329945300992	",1052274444993875969,0.8316,1539716752.0,34.0981249,-118.3333833"
100970480	",1054705971132592128,0.2263,1540296473.0,39.7391,-104.9836"
1009767420	",1053735648241336322,0.6486,1540065130.0,35.95166667,-83.93"
1009791475	",1050567346497163265,0.5719,1539309748.0,32.16303206,-110.97562046"
100991138	",1050931823134425090,-0.3818,1539396646.0,42.26674485,-71.80033685"
1009945998569992192	",1050807415900397568,0.0,1539366985.0,34.07353087,-83.91721719', ',1050950223529463808,0.0,1539401033.0,34.0167,-83.8319"
1009956911599505408	",1057637290476941313,0.872,1540995354.0,29.65362,-82.3823"
1009960123639451648	",1052791934056628225,0.6661,1539840131.0,39.2944,-76.614"
101019351	",1050520823294058503,0.6249,1539298656.0,29.91656072,-90.118189"
101028381	",1048584296343265282,0.2263,1538836952.0,31.14936204,-81.49766334"
1010320038	",1050006471583387648,0.6369,1539176025.0,42.98339,-81.24974"
101040795	",1050368981092237313,-0.3612,1539262454.0,40.78363,-72.86469"
1010496054062510080	",1057767792055853056,0.0,1541026468.0,40.7142,-74.0064"
1010608095033221120	",1052965225928871937,0.5719,1539881447.0,40.75344,-73.69345"
1010780550687100929	",1057687160780976129,0.0,1541007244.0,37.790996,-122.421005', ',1047315318069243904,0.0,1538534404.0,37.7786466,-122.41468209"
1011147346728505344	",1048849837754646528,-0.1779,1538900262.0,37.75074842,-122.20222258"
1011157294854242304	",1051556094944956417,-0.1027,1539545484.0,33.7566,-84.3889"
101127175	",1057634090227183616,0.0,1540994591.0,30.0842,-97.8391"
1011305716190081024	",1050076621321920512,0.4588,1539192750.0,36.175,-115.136"
1011381901435662337	",1048640978188455936,0.0,1538850466.0,44.56281,-123.26012"
101151129	",1053043474856124423,0.0,1539900103.0,34.1,-118.33333333"
101154034	",1057760187803611136,0.0,1541024655.0,41.012833,-81.6051221', ',1057313033058365441,0.296,1540918045.0,41.012833,-81.6051221', ',1049793962980982784,0.3612,1539125359.0,41.2909736,-81.4490993"
101155139	",1050490389419909120,0.0772,1539291400.0,37.5407246,-77.4360481', ',1053391828584562690,0.0,1539983157.0,37.5407246,-77.4360481', ',1057728004887986176,0.4215,1541016982.0,37.5234001,-77.3158452', ',1055205110085644290,0.0772,1540415477.0,37.5407246,-77.4360481', ',1047239891883417600,0.3612,1538516421.0,37.5407246,-77.4360481"
101155209	",1050767611934343173,0.6705,1539357495.0,42.7875235,-86.1089301', ',1057365168261357568,0.6249,1540930475.0,41.799217,-85.4191482', ',1053652575847833600,0.0,1540045324.0,42.9633599,-85.6680863', ',1056935046571974656,0.0,1540827926.0,41.625409,-85.8281458"
101155297	",1047940885919367169,0.765,1538683551.0,33.1492038,-117.1893006', ',1053371679135621120,0.296,1539978353.0,32.9499587,-117.2469551"
101155367	",1053389857249091584,0.0,1539982687.0,38.9380662,-99.5606669', ',1049728057869647872,0.0772,1539109646.0,39.2347323,-99.2981556', ',1052199060797415424,0.765,1539698779.0,38.8791783,-99.3267702"
1011643897569656833	",1054958279468744705,0.0,1540356628.0,33.26982864,-111.99020673"
1011665072	",1052983890573492225,0.6369,1539885897.0,42.4209,-71.6861', ',1051164489557504000,0.4767,1539452118.0,42.4209,-71.6861', ',1055264119719424000,0.8689,1540429546.0,42.2998,-71.4266', ',1052266282907787264,0.8625,1539714806.0,42.3577,-71.0565', ',1050449230714859520,0.9222,1539281587.0,42.3549645,-71.55544134"
1011671109484273664	",1051937537554550784,0.0,1539636427.0,34.94,-111.87', ',1051181740746784769,0.0,1539456231.0,34.1,-116.96', ',1046652563515428864,0.0,1538376391.0,43.04,-110.59', ',1049091517711876097,0.0,1538957883.0,40.34822,-120.82497', ',1052730005149667328,0.0,1539825366.0,40.92,-122.41', ',1050362551215775745,0.0,1539260921.0,48.31,-113.65', ',1053934324033183744,0.0,1540112498.0,48.45,-120.58', ',1046736269215248389,0.0,1538396348.0,40.67,-115.51', ',1051590316275486720,0.0,1539553643.0,44.08,-122.24"
101179047	",1057375955990261761,0.5719,1540933047.0,39.95793,-75.15901"
1011811424	",1052746027399180290,0.0,1539829186.0,40.7607793,-111.8910474', ',1053270613194752000,0.0772,1539954257.0,41.0550969,-73.8201337', ',1057147483875209216,0.765,1540878575.0,30.4582829,-91.1403196', ',1049579868948590592,0.4466,1539074315.0,36.060949,-95.7974526', ',1050693574092718080,0.0,1539339843.0,45.0999849,-87.6306623', ',1057016642549407744,0.8519,1540847380.0,34.1063989,-117.5931084', ',1046952775026761729,0.0772,1538447967.0,41.4570108,-72.8230736', ',1050773534278971392,0.0,1539358907.0,47.76095,-122.2055883', ',1056657794684739584,0.0,1540761824.0,40.6849626,-80.1071379', ',1053961335375949826,0.8271,1540118938.0,43.0730517,-89.4012302"
1011931633	",1046888174352502784,0.4588,1538432565.0,33.5248,-86.8127"
1012021486578814978	",1057660136863490049,0.5719,1541000801.0,36.7268,-78.1306"
1012292654	",1053395066587439104,0.0,1539983929.0,41.63589654,-93.69964964"
1012318339	",1050767884551507968,0.296,1539357560.0,42.4072107,-71.3824374', ',1054740632869122048,-0.1779,1540304737.0,42.4072107,-71.3824374', ',1054461971699949568,0.2263,1540238299.0,42.4072107,-71.3824374', ',1052977607476559873,-0.4939,1539884399.0,42.4072107,-71.3824374"
1012321291	",1048603732772974592,0.3612,1538841586.0,42.354474,-71.0554013', ',1051495386609643526,0.2263,1539531010.0,42.3600825,-71.0588801"
1012328616	",1051110013962346496,0.7269,1539439130.0,35.932,-75.6151"
1012434415006441472	",1054134488823787521,0.34,1540160221.0,43.0762973,-70.7596459"
1012575750661267456	",1057720098629156864,0.4215,1541015097.0,25.79097,-80.19447"
101273818	",1048276300228710400,0.6369,1538763520.0,30.23066,-92.03091', ',1049696403457372161,0.6369,1539102099.0,30.23066,-92.03091"
1012795627216998401	",1047348755060674560,0.9524,1538542376.0,38.65561,-90.2979"
1012817874652712960	",1052301179500163072,0.0,1539723126.0,26.50045,-80.0913999"
1012834773193187329	",1050084485646057472,0.3182,1539194625.0,25.8086536,-80.2076385', ',1057196699813339137,0.7906,1540890309.0,25.8086536,-80.2076385"
10128922	",1051236790986772480,0.0,1539469356.0,41.883222,-87.632496"
101290034	",1050840689314078721,0.0,1539374918.0,43.4163748,-83.9638219"
101298003	",1051198706689761280,0.0,1539460276.0,25.78829,-80.13219', ',1054061482764394497,0.4019,1540142815.0,25.78829,-80.13219"
1013164446863233024	",1053789071095615489,0.0,1540077867.0,39.2,-84.54', ',1048710775605551104,0.0,1538867107.0,41.852997,-87.622194"
1013226823377997825	",1053758809196412929,0.0,1540070652.0,40.0,-74.5"
101325460	",1054857339344314368,0.0772,1540332562.0,38.7192646,-75.1131172', ',1056950552892854272,0.0,1540831623.0,38.7159761,-75.0785454', ',1051230872815296513,0.0,1539467945.0,38.9126129,-75.4279748', ',1054477922617028608,0.0772,1540242102.0,38.7186086,-75.1138419"
101325561	",1052318690706841600,0.0772,1539727301.0,41.1566621,-101.1268239', ',1047981918807945216,0.3612,1538693334.0,41.1566621,-101.1268239', ',1049693102573678592,0.0,1539101312.0,41.1566621,-101.1268239', ',1048690382895120384,0.9217,1538862245.0,41.1512006,-101.7186646"
101325721	",1046881245345374208,0.7717,1538430913.0,40.7234963,-99.0844979', ',1055138038970441729,0.296,1540399486.0,40.8998633,-98.3799857"
101326020	",1048298890762407936,0.0,1538768906.0,39.7775862,-94.7949932', ',1047177174455701504,0.8979,1538501468.0,39.7779788,-94.8020754', ',1056276691830493184,0.0,1540670962.0,39.7775862,-94.7949932', ',1053670514923696138,0.0772,1540049601.0,39.7674578,-94.846681', ',1054050019706171392,0.0,1540140082.0,39.7674578,-94.846681"
101326649	",1047505424885342208,0.296,1538579729.0,38.7209454,-75.0760137', ',1052187828426141696,0.765,1539696101.0,38.7209454,-75.0760137', ',1054397714945925121,0.0,1540222979.0,38.7209454,-75.0760137', ',1047488664459042817,0.3612,1538575733.0,38.7209454,-75.0760137"
1013422829843382273	",1051522280465948672,-0.4767,1539537422.0,40.81325302,-74.07409756"
101355086	",1050440779200491520,0.3612,1539279572.0,32.8406946,-83.6324022"
101355210	",1056175537821863936,0.765,1540646845.0,40.225395,-85.376251', ',1056276373046681600,0.765,1540670886.0,40.4763097,-86.1084709', ',1051460708108402688,0.4215,1539522742.0,40.225395,-85.376251', ',1047537880405430272,0.3612,1538587467.0,41.0006005,-85.768597"
101355294	",1056951869908504589,0.0,1540831937.0,37.073085,-94.4771587', ',1053653376964034562,0.0772,1540045515.0,37.0846396,-94.4760122"
101355485	",1050087220336504832,0.0,1539195277.0,46.7310689,-117.1625132', ',1047616498439741440,0.3612,1538606211.0,46.7310689,-117.1625132', ',1052676813003022337,0.3612,1539812684.0,46.7297771,-117.1817377', ',1050535163610812417,0.0,1539302075.0,46.7331691,-117.0281546"
1013645256124968960	",1057462316718084101,0.3182,1540953637.0,26.56402797,-81.94405634"
101367405	",1056289870350635008,0.3818,1540674104.0,40.7207559,-74.0007613"
101369343	",1053812362065727489,0.128,1540083420.0,41.42247659,-73.00055224', ',1049501032785555456,0.3818,1539055519.0,41.58558559,-73.06309999"
101384394	",1056233163326963712,0.8316,1540660584.0,32.75747175,-97.27952915"
10141882	",1048879856363167744,0.0516,1538907419.0,38.958383,-77.421442"
10142192	",1049110622795980801,-0.4767,1538962438.0,39.998,-75.1448', ',1049782671914590209,0.8176,1539122667.0,39.998,-75.1448"
1014275066	",1057683016787677186,0.0,1541006256.0,42.47489106,-70.9671504', ',1048215398917832704,0.7783,1538749000.0,42.474,-70.9556"
1014283166880804864	",1049986108229148673,0.0,1539171170.0,32.7833,-96.8"
1014314352738996224	",1056718402394288128,0.5994,1540776274.0,28.54187821,-81.37914435', ',1053993459529539586,0.4404,1540126597.0,28.5335,-81.3758"
10143162	",1053343858300379138,0.7184,1539971720.0,42.34717647,-71.08229399"
1014324768	",1057039774161272833,0.0,1540852895.0,39.9624,-82.9996"
1014370626	",1054212259596120064,0.2732,1540178763.0,45.16569994,-93.26467752"
1014393950	",1049699180099190784,0.9325,1539102761.0,38.6272,-90.1978"
1014668148	",1054198074472579072,0.7906,1540175381.0,33.81072033,-117.91962946', ',1054607744714461184,-0.4767,1540273054.0,34.0522,-118.243', ',1056272245880963073,0.0,1540669902.0,32.7155,-117.1585"
101523263	",1049900934518722565,0.0,1539150863.0,46.888194,-71.150176"
101528471	",1053380910815502336,0.0,1539980554.0,40.7656166,-74.0261309"
1015390197528215553	",1057061613881167872,-0.4939,1540858102.0,33.5319,-117.702"
101576770	",1049391888636219393,0.34,1539029497.0,42.24031807,-83.76294165"
101579207	",1047547145631485952,0.0,1538589676.0,42.9613,-85.6557"
1015821031917981696	",1049804838811381770,0.0,1539127952.0,37.0722,-88.6274"
1015971891759190016	",1049972099278929920,0.7522,1539167830.0,41.08139,-73.40996"
101612733	",1056644016383684608,0.1779,1540758539.0,39.1215,-94.8233"
10162572	",1057315109230522368,-0.4404,1540918540.0,34.0522,-118.243"
101627442	",1056243745593671680,0.0,1540663107.0,35.22757552,-80.84180095"
1016513328859041792	",1051223746701418499,0.7579,1539466246.0,36.4016,-79.7436', ',1049698626472210434,0.8957,1539102629.0,36.16720488,-79.83857829', ',1051959943518023680,0.0,1539641769.0,36.2941348,-79.6822406', ',1050641036228190208,0.0,1539327317.0,36.4016,-79.7436', ',1051882994795991040,0.5994,1539623423.0,36.2941348,-79.6822406', ',1049501984905080832,0.9201,1539055746.0,36.12739832,-79.83679631"
1016630623	",1051641960753057792,0.296,1539565956.0,33.22422,-96.64213"
101672182	",1047198355691069442,0.5319,1538506518.0,41.89972222,-87.65"
1016890748040548352	",1053383645480787968,0.4588,1539981206.0,29.42110287,-98.4839775"
10170612	",1050842132158787584,0.5719,1539375262.0,41.49783624,-81.56490435"
101711580	",1046723052975861760,0.0,1538393197.0,34.25061182,-118.58053528"
1017119374006800386	",1050481153579380736,0.0,1539289198.0,40.7142,-74.0064"
1017179023095443456	",1051903190399102976,0.6249,1539628238.0,47.5982,-122.32528"
1017303985	",1053788853012709377,-0.2023,1540077815.0,33.95769513,-83.37520898"
1017405450055188480	",1046746343937593345,0.0,1538398750.0,33.7566,-84.3889"
101755954	",1052701173499797505,0.0,1539818492.0,40.7142,-74.0064"
1017864713076658177	",1046774366082670592,0.0,1538405431.0,43.7166,-79.3407"
101794026	",1049345755448668160,0.0,1539018498.0,33.96253642,-80.89734618"
101863289	",1055697064204648449,0.4939,1540532768.0,40.7142,-74.0064"
1018718794628251651	",1051128011687247872,0.0,1539443421.0,34.576,-117.433"
1018923847	",1053043537766490112,0.0,1539900118.0,33.4821,-84.2237"
101971754	",1047382338852679680,0.0,1538550383.0,44.3063,-96.7881"
101991996	",1052394821535637505,-0.5994,1539745452.0,34.0879,-118.372"
1020004504727703552	",1054855430957162499,0.0,1540332107.0,41.53952,-72.99217"
1020285673	",1050791553013338112,0.0,1539363203.0,47.55586,-122.2706"
